locus_tag	ftype	length_bp	gene	EC_number	COG	product
IFFOGOJP_02042	CDS	2415	leuS	6.1.1.4		Leucine--tRNA ligase
IFFOGOJP_02043	CDS	312		2.8.1.-	COG0607	Sulfurtransferase
IFFOGOJP_02044	CDS	486				hypothetical protein
IFFOGOJP_02045	CDS	1299	melA	3.2.1.22	COG1486	Alpha-galactosidase
IFFOGOJP_02046	CDS	822	melC		COG0395	Melibiose/raffinose/stachyose import permease protein MelC
IFFOGOJP_02047	CDS	915	melD		COG1175	Melibiose/raffinose/stachyose import permease protein MelD
IFFOGOJP_02048	CDS	1278	melE		COG1653	Melibiose/raffinose/stachyose-binding protein MelE
IFFOGOJP_02049	CDS	1026	melR		COG1609	HTH-type transcriptional repressor MelR
IFFOGOJP_02050	CDS	183				Sporulation protein cse60
IFFOGOJP_02051	CDS	1536	opuD		COG1292	Glycine betaine transporter OpuD
IFFOGOJP_02052	CDS	1266			COG2081	putative protein
IFFOGOJP_02053	CDS	1638	murJ_2		COG2244	Lipid II flippase MurJ
IFFOGOJP_02054	CDS	720	rsuA	5.4.99.19	COG1187	Ribosomal small subunit pseudouridine synthase A
IFFOGOJP_02055	CDS	222	ytzE		COG1349	putative HTH-type transcriptional regulator YtzE
IFFOGOJP_02056	CDS	705	ecsA_2		COG1131	ABC-type transporter ATP-binding protein EcsA
IFFOGOJP_02057	CDS	1161				hypothetical protein
IFFOGOJP_02058	CDS	1305	pbuO		COG2252	Guanine/hypoxanthine permease PbuO
IFFOGOJP_02059	CDS	1392		3.4.13.-		Putative dipeptidase
IFFOGOJP_02060	CDS	933	cysK_2	2.5.1.47		Cysteine synthase
IFFOGOJP_02061	CDS	552	ytlP	3.1.4.58		"RNA 2',3'-cyclic phosphodiesterase"
IFFOGOJP_02062	CDS	933				hypothetical protein
IFFOGOJP_02063	CDS	930	ytlR	2.7.1.-	COG1597	Putative lipid kinase YtlR
IFFOGOJP_02064	CDS	798				hypothetical protein
IFFOGOJP_02065	CDS	279				hypothetical protein
IFFOGOJP_02066	CDS	654	trmB	2.1.1.33	COG0220	tRNA (guanine-N(7)-)-methyltransferase
IFFOGOJP_02067	CDS	846	ytnP	3.1.1.-	COG0491	putative quorum-quenching lactonase YtnP
IFFOGOJP_02068	CDS	1698	maeA_1	1.1.1.38	COG0281	putative NAD-dependent malic enzyme 2
IFFOGOJP_02069	CDS	318				hypothetical protein
IFFOGOJP_02070	CDS	1074	ysdC_2	3.4.11.-	COG1363	Putative aminopeptidase YsdC
IFFOGOJP_02071	CDS	447				hypothetical protein
IFFOGOJP_02072	CDS	324	ytpP			Thioredoxin-like protein YtpP
IFFOGOJP_02073	CDS	810				hypothetical protein
IFFOGOJP_02074	CDS	606				hypothetical protein
IFFOGOJP_02075	CDS	2604	sftA			DNA translocase SftA
IFFOGOJP_02076	CDS	1299	murC	6.3.2.8		UDP-N-acetylmuramate--L-alanine ligase
IFFOGOJP_02077	CDS	423				hypothetical protein
IFFOGOJP_02078	CDS	414				hypothetical protein
IFFOGOJP_02079	CDS	327				hypothetical protein
IFFOGOJP_02080	CDS	1077	aroA		COG1605	Protein AroA(G)
IFFOGOJP_02081	CDS	1005	ccpA_2		COG1609	Catabolite control protein A
IFFOGOJP_02082	CDS	816	pomA_2		COG1291	Chemotaxis protein PomA
IFFOGOJP_02083	CDS	690	motB_2		COG1360	Motility protein B
IFFOGOJP_02084	CDS	1167	acuC			Acetoin utilization protein AcuC
IFFOGOJP_02085	CDS	645	IMPDH_1	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
IFFOGOJP_02086	CDS	633	acuA	2.3.1.-		Acetoin utilization protein AcuA
IFFOGOJP_02087	CDS	1719	acsA_1	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
IFFOGOJP_02088	CDS	1266	tyrS1	6.1.1.1	COG0162	Tyrosine--tRNA ligase 1
IFFOGOJP_02089	CDS	324				hypothetical protein
IFFOGOJP_02090	CDS	732				hypothetical protein
IFFOGOJP_02091	CDS	807				hypothetical protein
IFFOGOJP_02092	CDS	870	fieF		COG0053	Ferrous-iron efflux pump FieF
IFFOGOJP_02093	CDS	753				hypothetical protein
IFFOGOJP_02094	CDS	129				hypothetical protein
IFFOGOJP_02095	CDS	510	yraA_1	3.2.-.-	COG0693	Putative cysteine protease YraA
IFFOGOJP_02096	CDS	228				hypothetical protein
IFFOGOJP_02097	CDS	1191	hmp_1	1.14.12.17	COG1017	Flavohemoprotein
IFFOGOJP_02098	CDS	189				hypothetical protein
IFFOGOJP_02099	CDS	501				hypothetical protein
IFFOGOJP_02100	CDS	201				hypothetical protein
IFFOGOJP_02101	CDS	417				hypothetical protein
IFFOGOJP_02102	CDS	552				hypothetical protein
IFFOGOJP_02103	CDS	558				hypothetical protein
IFFOGOJP_02104	CDS	1371	aldH1	1.2.1.-	COG1012	"4,4'-diaponeurosporen-aldehyde dehydrogenase"
IFFOGOJP_02105	CDS	603	rpsD		COG0522	30S ribosomal protein S4
IFFOGOJP_02106	CDS	1749				hypothetical protein
IFFOGOJP_02107	CDS	483	msrC	1.8.4.14	COG1956	Free methionine-R-sulfoxide reductase
IFFOGOJP_02108	CDS	624	yttP			putative HTH-type transcriptional regulator YttP
IFFOGOJP_02109	CDS	813	hisK	3.1.3.15	COG1387	Histidinol-phosphatase
IFFOGOJP_02110	CDS	1692	ezrA		COG4477	Septation ring formation regulator EzrA
IFFOGOJP_02111	CDS	1341	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
IFFOGOJP_02112	CDS	1146	iscS_1	2.8.1.7		Cysteine desulfurase IscS
IFFOGOJP_02113	CDS	1206	thiI	2.8.1.4	COG0301	putative tRNA sulfurtransferase
IFFOGOJP_02114	CDS	222				"Small, acid-soluble spore protein 1"
IFFOGOJP_02115	CDS	1587	acsA_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
IFFOGOJP_02116	CDS	1596	nfdA	3.5.1.91		N-substituted formamide deformylase
IFFOGOJP_02117	CDS	831	nadK1	2.7.1.23	COG0061	NAD kinase 1
IFFOGOJP_02118	CDS	1008	sppA	3.4.21.-	COG0616	Putative signal peptide peptidase SppA
IFFOGOJP_02119	CDS	492				hypothetical protein
IFFOGOJP_02120	CDS	690				hypothetical protein
IFFOGOJP_02121	CDS	441	ytfJ		COG3874	putative spore protein YtfJ
IFFOGOJP_02122	CDS	504	tpx	1.11.1.15	COG2077	Thiol peroxidase
IFFOGOJP_02123	CDS	987				hypothetical protein
IFFOGOJP_02124	CDS	1188	ackA	2.7.2.1	COG0282	Acetate kinase
IFFOGOJP_02125	CDS	513	moaB		COG0521	Molybdenum cofactor biosynthesis protein B
IFFOGOJP_02126	CDS	1212	argG	6.3.4.5		Argininosuccinate synthase
IFFOGOJP_02127	CDS	1377	argH	4.3.2.1	COG0165	Argininosuccinate lyase
IFFOGOJP_02128	CDS	129				hypothetical protein
IFFOGOJP_02129	CDS	768	fabG_3	1.1.1.100		3-oxoacyl-[acyl-carrier-protein] reductase FabG
IFFOGOJP_02130	CDS	687				hypothetical protein
IFFOGOJP_02131	CDS	1317	IMPDH_2	1.1.1.205		Inosine-5'-monophosphate dehydrogenase
IFFOGOJP_02132	CDS	303				hypothetical protein
IFFOGOJP_02133	CDS	942	nrnA	3.1.-.-	COG0618	Bifunctional oligoribonuclease and PAP phosphatase NrnA
IFFOGOJP_02134	CDS	192				hypothetical protein
IFFOGOJP_02135	CDS	504	ytrI			Sporulation membrane protein YtrI
IFFOGOJP_02136	CDS	342	ytrH			Sporulation membrane protein YtrH
IFFOGOJP_02137	CDS	3339	dnaE	2.7.7.7	COG0587	DNA polymerase III subunit alpha
IFFOGOJP_02138	CDS	1233		1.1.1.38		NAD-dependent malic enzyme
IFFOGOJP_02139	CDS	873	accD	2.1.3.15	COG0777	Acetyl-coenzyme A carboxylase carboxyl transferase subunit beta
IFFOGOJP_02140	CDS	978	accA	2.1.3.15	COG0825	Acetyl-coenzyme A carboxylase carboxyl transferase subunit alpha
IFFOGOJP_02141	CDS	960	pfkA	2.7.1.11	COG0205	ATP-dependent 6-phosphofructokinase
IFFOGOJP_02142	CDS	1758	pyk	2.7.1.40	COG0469	Pyruvate kinase
IFFOGOJP_02143	CDS	384				hypothetical protein
IFFOGOJP_02144	CDS	1116				Sodium-lithium/proton antiporter
IFFOGOJP_02145	CDS	465				hypothetical protein
IFFOGOJP_02146	CDS	411	yjdF			putative protein YjdF
IFFOGOJP_02147	CDS	438				hypothetical protein
IFFOGOJP_02148	CDS	1119	citZ	2.3.3.16	COG0372	Citrate synthase 2
IFFOGOJP_02149	CDS	1272	icd	1.1.1.42	COG0538	Isocitrate dehydrogenase [NADP]
IFFOGOJP_02150	CDS	939	mdh	1.1.1.37	COG0039	Malate dehydrogenase
IFFOGOJP_02151	CDS	723	phoP		COG0745	Alkaline phosphatase synthesis transcriptional regulatory protein PhoP
IFFOGOJP_02152	CDS	1740	phoR	2.7.13.3	COG0642	Alkaline phosphatase synthesis sensor protein PhoR
IFFOGOJP_02153	CDS	2640	polA	2.7.7.7		DNA polymerase I
IFFOGOJP_02154	CDS	831	mutM	3.2.2.23	COG0266	Formamidopyrimidine-DNA glycosylase
IFFOGOJP_02155	CDS	633	ytaF_1			putative sporulation protein YtaF
IFFOGOJP_02156	CDS	594	coaE	2.7.1.24		Dephospho-CoA kinase
IFFOGOJP_02157	CDS	843	ytbE	1.-.-.-	COG0656	putative oxidoreductase YtbE
IFFOGOJP_02158	CDS	1200	ydhP_2		COG2814	Inner membrane transport protein YdhP
IFFOGOJP_02159	CDS	387	ytcD_2		COG1733	putative HTH-type transcriptional regulator YtcD
IFFOGOJP_02160	CDS	1023	gapB	1.2.1.59	COG0057	Glyceraldehyde-3-phosphate dehydrogenase 2
IFFOGOJP_02161	CDS	381	speH	4.1.1.50	COG1586	S-adenosylmethionine decarboxylase proenzyme
IFFOGOJP_02162	CDS	459	nrdR		COG1327	Transcriptional repressor NrdR
IFFOGOJP_02163	CDS	1410	dnaB		COG3611	Replication initiation and membrane attachment protein
IFFOGOJP_02164	CDS	936	dnaI		COG1484	Primosomal protein DnaI
IFFOGOJP_02165	CDS	642	ydjZ		COG0398	TVP38/TMEM64 family inner membrane protein YdjZ
IFFOGOJP_02166	CDS	831				hypothetical protein
IFFOGOJP_02167	CDS	1932	thrS	6.1.1.3	COG0441	Threonine--tRNA ligase 1
IFFOGOJP_02168	CDS	795	ppaX_1	3.6.1.1		Pyrophosphatase PpaX
IFFOGOJP_02169	CDS	1782	ypdA	2.7.13.3	COG3275	Sensor histidine kinase YpdA
IFFOGOJP_02170	CDS	735	lytR		COG3279	Sensory transduction protein LytR
IFFOGOJP_02171	CDS	438	lrgA		COG1380	Antiholin-like protein LrgA
IFFOGOJP_02172	CDS	684	lrgB		COG1346	Antiholin-like protein LrgB
IFFOGOJP_02173	CDS	504	infC			Translation initiation factor IF-3
IFFOGOJP_02174	CDS	201	rpmI		COG0291	50S ribosomal protein L35
IFFOGOJP_02175	CDS	360	rplT		COG0292	50S ribosomal protein L20
IFFOGOJP_02176	CDS	267				hypothetical protein
IFFOGOJP_02177	CDS	393	ysdB			Sigma-w pathway protein YsdB
IFFOGOJP_02178	CDS	1086	ysdC_3	3.4.11.-	COG1363	Putative aminopeptidase YsdC
IFFOGOJP_02179	CDS	966	abnA	3.2.1.99	COG3507	Extracellular endo-alpha-(1->5)-L-arabinanase 1
IFFOGOJP_02180	CDS	1500	araA	5.3.1.4		L-arabinose isomerase
IFFOGOJP_02181	CDS	1686	araB	2.7.1.16	COG1069	Ribulokinase
IFFOGOJP_02182	CDS	690	araD	5.1.3.4	COG0235	L-ribulose-5-phosphate 4-epimerase
IFFOGOJP_02183	CDS	807	araL	3.1.3.23	COG0647	Sugar-phosphatase AraL
IFFOGOJP_02184	CDS	1185	egsA	1.1.1.261	COG0371	Glycerol-1-phosphate dehydrogenase [NAD(P)+]
IFFOGOJP_02185	CDS	1296	araN		COG1653	putative arabinose-binding protein
IFFOGOJP_02186	CDS	942	araP		COG1175	L-arabinose transport system permease protein AraP
IFFOGOJP_02187	CDS	843	araQ		COG0395	L-arabinose transport system permease protein AraQ
IFFOGOJP_02188	CDS	1500	abfA	3.2.1.55	COG3534	Intracellular exo-alpha-(1->5)-L-arabinofuranosidase 1
IFFOGOJP_02189	CDS	1797	cstA		COG1966	Peptide transporter CstA
IFFOGOJP_02190	CDS	1329	lutA_1			Lactate utilization protein A
IFFOGOJP_02191	CDS	1413		1.-.-.-	COG0277	putative FAD-linked oxidoreductase
IFFOGOJP_02192	CDS	1086	cdaR_2		COG3835	Carbohydrate diacid regulator
IFFOGOJP_02193	CDS	216	sspI			"Small, acid-soluble spore protein I"
IFFOGOJP_02194	CDS	747	trmH	2.1.1.34		tRNA (guanosine(18)-2'-O)-methyltransferase
IFFOGOJP_02195	CDS	1035	pheS	6.1.1.20	COG0016	Phenylalanine--tRNA ligase alpha subunit
IFFOGOJP_02196	CDS	2415	pheT	6.1.1.20	COG0072	Phenylalanine--tRNA ligase beta subunit
IFFOGOJP_02197	CDS	942	rnhC	3.1.26.4	COG1039	Ribonuclease HIII
IFFOGOJP_02198	CDS	258	zapA		COG3027	Cell division protein ZapA
IFFOGOJP_02199	CDS	534				hypothetical protein
IFFOGOJP_02200	CDS	1713	polX		COG1387	DNA polymerase/3'-5' exonuclease PolX
IFFOGOJP_02201	CDS	2358	mutS2	3.1.-.-		Endonuclease MutS2
IFFOGOJP_02202	CDS	405				hypothetical protein
IFFOGOJP_02203	CDS	420				hypothetical protein
IFFOGOJP_02204	CDS	234				hypothetical protein
IFFOGOJP_02205	CDS	1689	fadD	6.2.1.3	COG0318	Long-chain-fatty-acid--CoA ligase
IFFOGOJP_02206	CDS	591	fadR			Fatty acid metabolism regulator protein
IFFOGOJP_02207	CDS	780	fadB	4.2.1.17	COG1024	putative enoyl-CoA hydratase
IFFOGOJP_02208	CDS	774	etfB		COG2086	Electron transfer flavoprotein subunit beta
IFFOGOJP_02209	CDS	978	carE	1.3.1.108	COG2025	Caffeyl-CoA reductase-Etf complex subunit CarE
IFFOGOJP_02210	CDS	1491	abf2	3.2.1.55	COG3534	Intracellular exo-alpha-L-arabinofuranosidase 2
IFFOGOJP_02211	CDS	315	trxA		COG0526	Thioredoxin
IFFOGOJP_02212	CDS	1773	uvrC_1		COG0322	UvrABC system protein C
IFFOGOJP_02213	CDS	1230	lysC_2	2.7.2.4	COG0527	Aspartokinase 2
IFFOGOJP_02214	CDS	447	yslB			putative protein YslB
IFFOGOJP_02215	CDS	609	sdhC		COG2009	Succinate dehydrogenase cytochrome b558 subunit
IFFOGOJP_02216	CDS	1761	frdA	1.3.5.4		Fumarate reductase flavoprotein subunit
IFFOGOJP_02217	CDS	759	frdB	1.3.5.1	COG0479	Fumarate reductase iron-sulfur subunit
IFFOGOJP_02218	CDS	438				hypothetical protein
IFFOGOJP_02219	CDS	225	gerE		COG2771	Spore germination protein GerE
IFFOGOJP_02220	CDS	441	yusO_1			putative HTH-type transcriptional regulator YusO
IFFOGOJP_02221	CDS	816	racE	5.1.1.3	COG0796	Glutamate racemase 1
IFFOGOJP_02222	CDS	1086	gerM		COG5401	Spore germination protein GerM
IFFOGOJP_02223	CDS	738	rph	2.7.7.56	COG0689	Ribonuclease PH
IFFOGOJP_02224	CDS	588		3.6.1.66		dITP/XTP pyrophosphatase
IFFOGOJP_02225	CDS	510		3.1.4.-		Putative metallophosphoesterase MG207 
IFFOGOJP_02226	tRNA	76				tRNA-Arg(tct)
IFFOGOJP_02227	tRNA	76				tRNA-Arg(tct)
IFFOGOJP_02228	CDS	186				hypothetical protein
IFFOGOJP_02229	CDS	351				hypothetical protein
IFFOGOJP_02230	CDS	1725	ilvB	2.2.1.6	COG0028	Acetolactate synthase large subunit
IFFOGOJP_02231	CDS	519	ilvH	2.2.1.6	COG0440	Putative acetolactate synthase small subunit
IFFOGOJP_02232	CDS	1029	ilvC	1.1.1.86	COG0059	Ketol-acid reductoisomerase (NADP(+))
IFFOGOJP_02233	CDS	1557	leuA	2.3.3.13		2-isopropylmalate synthase
IFFOGOJP_02234	CDS	1098	leuB	1.1.1.85	COG0473	3-isopropylmalate dehydrogenase
IFFOGOJP_02235	CDS	1419	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
IFFOGOJP_02236	CDS	600	leuD1	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit 1
IFFOGOJP_02237	CDS	1005				hypothetical protein
IFFOGOJP_02238	CDS	1275	tig	5.2.1.8	COG0544	Trigger factor
IFFOGOJP_02239	CDS	1263	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
IFFOGOJP_02240	CDS	1659	lon2	3.4.21.53	COG1067	Lon protease 2
IFFOGOJP_02241	CDS	2325	lon1	3.4.21.53	COG0466	Lon protease 1
IFFOGOJP_02242	CDS	588	engB		COG0218	putative GTP-binding protein EngB
IFFOGOJP_02243	CDS	492				hypothetical protein
IFFOGOJP_02244	CDS	1368	hemA	1.2.1.70	COG0373	Glutamyl-tRNA reductase
IFFOGOJP_02245	CDS	831	ccsA_2			Cytochrome c biogenesis protein CcsA
IFFOGOJP_02246	CDS	942	hemC	2.5.1.61		Porphobilinogen deaminase
IFFOGOJP_02247	CDS	780				hypothetical protein
IFFOGOJP_02248	CDS	975	hemB	4.2.1.24		Delta-aminolevulinic acid dehydratase
IFFOGOJP_02249	CDS	1290	hemL	5.4.3.8	COG0001	"Glutamate-1-semialdehyde 2,1-aminomutase"
IFFOGOJP_02250	CDS	819				hypothetical protein
IFFOGOJP_02251	CDS	894				hypothetical protein
IFFOGOJP_02252	CDS	1035				hypothetical protein
IFFOGOJP_02253	CDS	192				hypothetical protein
IFFOGOJP_02254	CDS	2643	valS	6.1.1.9	COG0525	Valine--tRNA ligase
IFFOGOJP_02255	CDS	1293	fpgS	6.3.2.17		Folylpolyglutamate synthase
IFFOGOJP_02256	CDS	753	comC			Type 4 prepilin-like proteins leader peptide-processing enzyme
IFFOGOJP_02257	CDS	1002	spoIIB			Stage II sporulation protein B
IFFOGOJP_02258	CDS	570	maf	3.6.1.9	COG0424	dTTP/UTP pyrophosphatase
IFFOGOJP_02259	CDS	696				hypothetical protein
IFFOGOJP_02260	CDS	1014	mreB		COG1077	Cell shape-determining protein MreB
IFFOGOJP_02261	CDS	864	mreC		COG1792	Cell shape-determining protein MreC
IFFOGOJP_02262	CDS	519	mreD		COG2891	Rod shape-determining protein MreD
IFFOGOJP_02263	CDS	681	minC		COG0850	Septum site-determining protein MinC
IFFOGOJP_02264	CDS	804	minD		COG2894	Septum site-determining protein MinD
IFFOGOJP_02265	CDS	804	spoIVFA		COG0739	Stage IV sporulation protein FA
IFFOGOJP_02266	CDS	867	spoIVFB	3.4.24.-	COG1994	Stage IV sporulation protein FB
IFFOGOJP_02267	CDS	309	rplU		COG0261	50S ribosomal protein L21
IFFOGOJP_02268	CDS	342				hypothetical protein
IFFOGOJP_02269	CDS	285	rpmA		COG0211	50S ribosomal protein L27
IFFOGOJP_02270	CDS	579	spo0B	2.7.-.-		Sporulation initiation phosphotransferase B
IFFOGOJP_02271	CDS	1287	obg	3.6.5.-	COG0536	GTPase Obg
IFFOGOJP_02272	CDS	444				hypothetical protein
IFFOGOJP_02273	CDS	858	pheA			Bifunctional chorismate mutase/prephenate dehydratase
IFFOGOJP_02274	CDS	543	nadR		COG1827	Transcription repressor NadR
IFFOGOJP_02275	CDS	1152	nifS	2.8.1.7	COG1104	Putative cysteine desulfurase NifS
IFFOGOJP_02276	CDS	1566	nadB	1.4.3.16	COG0029	L-aspartate oxidase
IFFOGOJP_02277	CDS	849	nadC	2.4.2.19	COG0157	putative nicotinate-nucleotide pyrophosphorylase [carboxylating]
IFFOGOJP_02278	CDS	1104	nadA	2.5.1.72	COG0379	Quinolinate synthase A
IFFOGOJP_02279	CDS	1191	safA			SpoIVD-associated factor A
IFFOGOJP_02280	CDS	594	coxA			Sporulation cortex protein CoxA
IFFOGOJP_02281	CDS	120				hypothetical protein
IFFOGOJP_02282	CDS	510	bofC			Protein BofC
IFFOGOJP_02283	CDS	606	ruvA	3.6.4.12	COG0632	Holliday junction ATP-dependent DNA helicase RuvA
IFFOGOJP_02284	CDS	1005	ruvB	3.6.4.12	COG2255	Holliday junction ATP-dependent DNA helicase RuvB
IFFOGOJP_02285	CDS	201				hypothetical protein
IFFOGOJP_02286	CDS	1029	queA	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
IFFOGOJP_02287	CDS	1146	tgt	2.4.2.29		Queuine tRNA-ribosyltransferase
IFFOGOJP_02288	CDS	261	yajC		COG1862	Sec translocon accessory complex subunit YajC
IFFOGOJP_02289	CDS	387				hypothetical protein
IFFOGOJP_02290	CDS	657				hypothetical protein
IFFOGOJP_02291	CDS	1557	spoVB		COG2244	Stage V sporulation protein B
IFFOGOJP_02292	CDS	297	comN			Post-transcriptional regulator ComN
IFFOGOJP_02293	CDS	2220	secDF		COG0341	Protein translocase subunit SecDF
IFFOGOJP_02294	CDS	498	khtT_2		COG0490	K(+)/H(+) antiporter subunit KhtT
IFFOGOJP_02295	CDS	327				hypothetical protein
IFFOGOJP_02296	CDS	2361				hypothetical protein
IFFOGOJP_02297	CDS	513	apt	2.4.2.7		Adenine phosphoribosyltransferase
IFFOGOJP_02298	CDS	2205	relA	2.7.6.5	COG0317	GTP pyrophosphokinase
IFFOGOJP_02299	CDS	444	dtd	3.1.1.96	COG1490	D-aminoacyl-tRNA deacylase
IFFOGOJP_02300	CDS	1563				hypothetical protein
IFFOGOJP_02301	CDS	171				hypothetical protein
IFFOGOJP_02302	CDS	168				hypothetical protein
IFFOGOJP_02303	CDS	1275	hisS	6.1.1.21	COG0124	Histidine--tRNA ligase
IFFOGOJP_02304	CDS	1779	aspS	6.1.1.12		Aspartate--tRNA ligase
IFFOGOJP_02305	CDS	765				hypothetical protein
IFFOGOJP_02306	CDS	1269			COG2256	putative AAA domain-containing protein
IFFOGOJP_02307	CDS	378	cymR			HTH-type transcriptional regulator CymR
IFFOGOJP_02308	CDS	1140	iscS_2	2.8.1.7		Cysteine desulfurase IscS
IFFOGOJP_02309	CDS	1116	mnmA	2.8.1.13		tRNA-specific 2-thiouridylase MnmA
IFFOGOJP_02310	CDS	651	yrrB			TPR repeat-containing protein YrrB
IFFOGOJP_02311	CDS	2379	recD2	3.6.4.12	COG0507	ATP-dependent RecD-like DNA helicase
IFFOGOJP_02312	CDS	456				hypothetical protein
IFFOGOJP_02313	CDS	192				hypothetical protein
IFFOGOJP_02314	CDS	132				hypothetical protein
IFFOGOJP_02315	CDS	657	glnP		COG0765	putative glutamine ABC transporter permease protein GlnP
IFFOGOJP_02316	CDS	651	glnM		COG0765	putative glutamine ABC transporter permease protein GlnM
IFFOGOJP_02317	CDS	828	glnH		COG0834	ABC transporter glutamine-binding protein GlnH
IFFOGOJP_02318	CDS	729	glnQ_2	3.6.3.-	COG1126	Glutamine transport ATP-binding protein GlnQ
IFFOGOJP_02319	CDS	1062			COG0628	Putative transport protein
IFFOGOJP_02320	CDS	2637	alaS	6.1.1.7		Alanine--tRNA ligase
IFFOGOJP_02321	CDS	267				hypothetical protein
IFFOGOJP_02322	CDS	417	yrrK	3.1.-.-	COG0816	Putative pre-16S rRNA nuclease
IFFOGOJP_02323	CDS	282				hypothetical protein
IFFOGOJP_02324	CDS	1092	mltG_1	4.2.2.-		Endolytic murein transglycosylase
IFFOGOJP_02325	CDS	654	trmR	2.1.1.-	COG4122	tRNA 5-hydroxyuridine methyltransferase
IFFOGOJP_02326	CDS	930	rlhA		COG0826	23S rRNA 5-hydroxycytidine synthase
IFFOGOJP_02327	CDS	1269				hypothetical protein
IFFOGOJP_02328	CDS	636	udk	2.7.1.48		Uridine kinase
IFFOGOJP_02329	CDS	474	greA		COG0782	Transcription elongation factor GreA
IFFOGOJP_02330	CDS	1755	pbpI		COG0768	Penicillin-binding protein 4B
IFFOGOJP_02331	CDS	717				hypothetical protein
IFFOGOJP_02332	CDS	204				hypothetical protein
IFFOGOJP_02333	CDS	642	yrrT	2.1.1.-		putative methyltransferase YrrT
IFFOGOJP_02334	CDS	696	mtnN	3.2.2.9	COG0775	5'-methylthioadenosine/S-adenosylhomocysteine nucleosidase
IFFOGOJP_02335	CDS	924	mccA	2.5.1.134	COG0031	O-acetylserine dependent cystathionine beta-synthase
IFFOGOJP_02336	CDS	1155	mccB	4.4.1.1	COG0626	Cystathionine gamma-lyase
IFFOGOJP_02337	CDS	231				hypothetical protein
IFFOGOJP_02338	CDS	492				hypothetical protein
IFFOGOJP_02339	CDS	2988		1.17.1.9		Putative formate dehydrogenase
IFFOGOJP_02340	CDS	369				hypothetical protein
IFFOGOJP_02341	CDS	801	focA		COG2116	putative formate transporter 1
IFFOGOJP_02342	CDS	141				hypothetical protein
IFFOGOJP_02343	CDS	540	yrhH	2.1.1.-	COG0500	Putative methyltransferase YrhH
IFFOGOJP_02344	CDS	567	bm3R1			HTH-type transcriptional repressor Bm3R1
IFFOGOJP_02345	CDS	3162	cypB		COG0369	Bifunctional cytochrome P450/NADPH--P450 reductase 2
IFFOGOJP_02346	CDS	1209	ynfM			Inner membrane transport protein YnfM
IFFOGOJP_02347	CDS	885	gltC_2			HTH-type transcriptional regulator GltC
IFFOGOJP_02348	CDS	483	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
IFFOGOJP_02349	CDS	918			COG2220	putative protein
IFFOGOJP_02350	CDS	1953	manR		COG1762	Transcriptional regulator ManR
IFFOGOJP_02351	CDS	1959	manP		COG1299	PTS system mannose-specific EIIBCA component
IFFOGOJP_02352	CDS	948	manA	5.3.1.8	COG1482	Mannose-6-phosphate isomerase ManA
IFFOGOJP_02353	CDS	726	ybbH_1		COG1737	putative HTH-type transcriptional regulator YbbH
IFFOGOJP_02354	CDS	813	ybjI_1	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
IFFOGOJP_02355	CDS	804	ybjI_2	3.1.3.104	COG0561	5-amino-6-(5-phospho-D-ribitylamino)uracil phosphatase YbjI
IFFOGOJP_02356	CDS	501				hypothetical protein
IFFOGOJP_02357	CDS	525	satA	2.3.-.-		Streptothricin acetyltransferase A
IFFOGOJP_02358	CDS	1377	ribZ_1			Riboflavin transporter RibZ
IFFOGOJP_02359	CDS	186				hypothetical protein
IFFOGOJP_02360	CDS	537				hypothetical protein
IFFOGOJP_02361	CDS	558				hypothetical protein
IFFOGOJP_02362	CDS	168				hypothetical protein
IFFOGOJP_02363	CDS	1218				hypothetical protein
IFFOGOJP_02364	CDS	114				hypothetical protein
IFFOGOJP_02365	CDS	696	walR_2		COG0745	Transcriptional regulatory protein WalR
IFFOGOJP_02366	CDS	1299				hypothetical protein
IFFOGOJP_02367	CDS	417	psiE			Protein PsiE
IFFOGOJP_02368	CDS	528				hypothetical protein
IFFOGOJP_02369	CDS	843				hypothetical protein
IFFOGOJP_02370	CDS	192				hypothetical protein
IFFOGOJP_02371	CDS	348	sigK_1		COG1191	RNA polymerase sigma-K factor
IFFOGOJP_02372	CDS	1272				hypothetical protein
IFFOGOJP_02373	CDS	423				hypothetical protein
IFFOGOJP_02374	CDS	465				hypothetical protein
IFFOGOJP_02375	CDS	285	yjcQ			putative protein YjcQ
IFFOGOJP_02376	CDS	579				hypothetical protein
IFFOGOJP_02377	CDS	444				hypothetical protein
IFFOGOJP_02378	CDS	852	yvgN_1	1.1.1.-	COG0656	Glyoxal reductase
IFFOGOJP_02379	CDS	90				hypothetical protein
IFFOGOJP_02380	CDS	198				hypothetical protein
