locus_tag	ftype	length_bp	gene	EC_number	COG	product
JDHLNFNC_02434	CDS	138				hypothetical protein
JDHLNFNC_02435	CDS	396				hypothetical protein
JDHLNFNC_02436	CDS	474				hypothetical protein
JDHLNFNC_02437	CDS	450				hypothetical protein
JDHLNFNC_02438	CDS	300				hypothetical protein
JDHLNFNC_02439	CDS	399				hypothetical protein
JDHLNFNC_02440	CDS	294				hypothetical protein
JDHLNFNC_02441	CDS	285				hypothetical protein
JDHLNFNC_02442	CDS	708				hypothetical protein
JDHLNFNC_02443	CDS	144				hypothetical protein
JDHLNFNC_02444	CDS	189				hypothetical protein
JDHLNFNC_02445	CDS	126				hypothetical protein
JDHLNFNC_02446	CDS	291				hypothetical protein
JDHLNFNC_02447	CDS	243				hypothetical protein
JDHLNFNC_02448	CDS	201				hypothetical protein
JDHLNFNC_02449	CDS	579				hypothetical protein
JDHLNFNC_02450	CDS	303				hypothetical protein
JDHLNFNC_02451	CDS	360			COG1974	putative HTH-type transcriptional regulator
JDHLNFNC_02452	CDS	186				hypothetical protein
JDHLNFNC_02453	CDS	279				hypothetical protein
JDHLNFNC_02454	CDS	147				hypothetical protein
JDHLNFNC_02455	CDS	816				hypothetical protein
JDHLNFNC_02456	CDS	1377	dnaB_2	3.6.4.12	COG0305	Replicative DNA helicase
JDHLNFNC_02457	CDS	438				hypothetical protein
JDHLNFNC_02458	CDS	333				hypothetical protein
JDHLNFNC_02459	CDS	177				hypothetical protein
JDHLNFNC_02460	CDS	612				hypothetical protein
JDHLNFNC_02461	CDS	225				hypothetical protein
JDHLNFNC_02462	CDS	204				hypothetical protein
JDHLNFNC_02463	CDS	180				hypothetical protein
JDHLNFNC_02464	CDS	624				hypothetical protein
JDHLNFNC_02465	CDS	519				hypothetical protein
JDHLNFNC_02466	CDS	327				hypothetical protein
JDHLNFNC_02467	CDS	438	rrrD	3.2.1.17	COG3772	Lysozyme RrrD
JDHLNFNC_02468	CDS	471				hypothetical protein
JDHLNFNC_02469	CDS	522				hypothetical protein
JDHLNFNC_02470	CDS	243				hypothetical protein
JDHLNFNC_02471	CDS	390				hypothetical protein
JDHLNFNC_02472	CDS	405				hypothetical protein
JDHLNFNC_02473	CDS	489				hypothetical protein
JDHLNFNC_02474	CDS	1500				hypothetical protein
JDHLNFNC_02475	CDS	2178				hypothetical protein
JDHLNFNC_02476	CDS	912				hypothetical protein
JDHLNFNC_02477	CDS	1293				hypothetical protein
JDHLNFNC_02478	CDS	210				hypothetical protein
JDHLNFNC_02479	CDS	501				hypothetical protein
JDHLNFNC_02480	CDS	1419				hypothetical protein
JDHLNFNC_02481	CDS	639				hypothetical protein
JDHLNFNC_02482	CDS	456				hypothetical protein
JDHLNFNC_02483	CDS	690				hypothetical protein
JDHLNFNC_02484	CDS	1416				hypothetical protein
JDHLNFNC_02485	CDS	1830				hypothetical protein
JDHLNFNC_02486	CDS	330				hypothetical protein
JDHLNFNC_02487	CDS	366				hypothetical protein
JDHLNFNC_02488	CDS	252				hypothetical protein
JDHLNFNC_02489	CDS	225				hypothetical protein
JDHLNFNC_02490	CDS	903				hypothetical protein
JDHLNFNC_02491	CDS	1968				hypothetical protein
JDHLNFNC_02492	CDS	1923				hypothetical protein
JDHLNFNC_02493	CDS	303				hypothetical protein
JDHLNFNC_02494	CDS	345	ddrA_1			Diol dehydratase-reactivating factor alpha subunit
JDHLNFNC_02495	CDS	417	ddrA_2			Diol dehydratase-reactivating factor alpha subunit
JDHLNFNC_02496	CDS	300				hypothetical protein
JDHLNFNC_02497	CDS	1233	ynfM_1			Inner membrane transport protein YnfM
JDHLNFNC_02498	CDS	1422	leuC	4.2.1.33	COG0065	3-isopropylmalate dehydratase large subunit
JDHLNFNC_02499	CDS	627	leuD	4.2.1.33	COG0066	3-isopropylmalate dehydratase small subunit
JDHLNFNC_02500	CDS	879				hypothetical protein
JDHLNFNC_02501	CDS	915	dehH1	3.8.1.3		Haloacetate dehalogenase H-1
JDHLNFNC_02502	CDS	522	dmlR_6			HTH-type transcriptional regulator DmlR
JDHLNFNC_02503	CDS	465	dmlR_7			HTH-type transcriptional regulator DmlR
JDHLNFNC_02504	CDS	273				hypothetical protein
JDHLNFNC_02505	CDS	399				hypothetical protein
JDHLNFNC_02506	CDS	759	fimC_1			Chaperone protein FimC
JDHLNFNC_02507	CDS	1326				hypothetical protein
JDHLNFNC_02508	CDS	2568	fimD_2		COG3188	Outer membrane usher protein FimD
JDHLNFNC_02509	CDS	762	yadV			putative fimbrial chaperone YadV
JDHLNFNC_02510	CDS	537	sfaA			S-fimbrial protein subunit SfaA
JDHLNFNC_02511	CDS	735				hypothetical protein
JDHLNFNC_02512	CDS	501				hypothetical protein
JDHLNFNC_02513	CDS	1575	pdeN_1	3.1.4.52	COG2200	putative cyclic di-GMP phosphodiesterase PdeN
JDHLNFNC_02514	CDS	744				hypothetical protein
JDHLNFNC_02515	CDS	489				hypothetical protein
JDHLNFNC_02516	CDS	198				hypothetical protein
JDHLNFNC_02517	CDS	333	ompX_1		COG3637	Outer membrane protein X
JDHLNFNC_02518	CDS	525				hypothetical protein
JDHLNFNC_02519	CDS	360				hypothetical protein
JDHLNFNC_02520	CDS	1458	oprM		COG1538	Outer membrane protein OprM
JDHLNFNC_02521	CDS	3168	oqxB7			multidrug efflux RND transporter permease subunit OqxB7
JDHLNFNC_02522	CDS	1227	bepF			Efflux pump periplasmic linker BepF
JDHLNFNC_02523	CDS	2289	actP_2	7.2.2.9		Copper-transporting P-type ATPase
JDHLNFNC_02524	CDS	465	hmrR_2			HTH-type transcriptional regulator HmrR
JDHLNFNC_02525	CDS	195				hypothetical protein
JDHLNFNC_02526	CDS	1254	yjhB_2			Putative metabolite transport protein YjhB
JDHLNFNC_02527	CDS	1959				hypothetical protein
JDHLNFNC_02528	CDS	2973				hypothetical protein
JDHLNFNC_02529	CDS	102				hypothetical protein
JDHLNFNC_02530	CDS	1404				hypothetical protein
JDHLNFNC_02531	CDS	1011	appB_1	7.1.1.3	COG1294	Cytochrome bd-II ubiquinol oxidase subunit 2
JDHLNFNC_02532	CDS	132				hypothetical protein
JDHLNFNC_02533	CDS	1005	rhaR_5			HTH-type transcriptional activator RhaR
JDHLNFNC_02534	CDS	2091	fhuA_1		COG1629	Ferrichrome outer membrane transporter/phage receptor
JDHLNFNC_02535	CDS	633	rhtC_2		COG1280	Threonine efflux protein
JDHLNFNC_02536	CDS	276				hypothetical protein
JDHLNFNC_02537	CDS	1626	prpR		COG1221	Propionate catabolism operon regulatory protein
JDHLNFNC_02538	CDS	888	prpB	4.1.3.30	COG2513	2-methylisocitrate lyase
JDHLNFNC_02539	CDS	1170	prpC	2.3.3.5	COG0372	2-methylcitrate synthase
JDHLNFNC_02540	CDS	1452	prpD	4.2.1.79	COG2079	2-methylcitrate dehydratase
JDHLNFNC_02541	CDS	1887	acs_2	6.2.1.1	COG0365	Acetyl-coenzyme A synthetase
JDHLNFNC_02542	CDS	975	hemB	4.2.1.24	COG0113	Delta-aminolevulinic acid dehydratase
JDHLNFNC_02543	CDS	2937				hypothetical protein
JDHLNFNC_02544	CDS	624	iprA_3			Inhibitor of hydrogen peroxide resistance
JDHLNFNC_02545	CDS	1158	ampH	3.4.-.-	COG1680	D-alanyl-D-alanine-carboxypeptidase/endopeptidase AmpH
JDHLNFNC_02546	CDS	1221	sbmA		COG1133	Peptide antibiotic transporter SbmA
JDHLNFNC_02547	CDS	1095				hypothetical protein
JDHLNFNC_02548	CDS	309	yaiY			Inner membrane protein YaiY
JDHLNFNC_02549	CDS	216				hypothetical protein
JDHLNFNC_02550	CDS	1113	ddlA	6.3.2.4	COG1181	D-alanine--D-alanine ligase A
JDHLNFNC_02551	CDS	684				hypothetical protein
JDHLNFNC_02552	CDS	1212	sbnD_2			Staphyloferrin B transporter
JDHLNFNC_02553	CDS	261	iraP			Anti-adapter protein IraP
JDHLNFNC_02554	CDS	321	psiF			Phosphate starvation-inducible protein PsiF
JDHLNFNC_02555	CDS	1113	dgcC	2.7.7.65		putative diguanylate cyclase DgcC
JDHLNFNC_02556	CDS	810	proC	1.5.1.2	COG0345	Pyrroline-5-carboxylate reductase
JDHLNFNC_02557	CDS	456				hypothetical protein
JDHLNFNC_02558	CDS	546	aroL	2.7.1.71	COG0703	Shikimate kinase 2
JDHLNFNC_02559	CDS	192	yaiA			putative protein YaiA
JDHLNFNC_02560	CDS	678				hypothetical protein
JDHLNFNC_02561	CDS	285	ppnP	2.4.2.1	COG3123	Pyrimidine/purine nucleoside phosphorylase
JDHLNFNC_02562	CDS	912	rdgC		COG2974	Recombination-associated protein RdgC
JDHLNFNC_02563	CDS	909	mak	2.7.1.4	COG1940	Fructokinase
JDHLNFNC_02564	CDS	1173	araJ		COG2814	Putative transporter AraJ
JDHLNFNC_02565	CDS	3141	sbcC		COG0419	Nuclease SbcCD subunit C
JDHLNFNC_02566	CDS	1203	sbcD		COG0420	Nuclease SbcCD subunit D
JDHLNFNC_02567	CDS	690	phoB		COG0745	Phosphate regulon transcriptional regulatory protein PhoB
JDHLNFNC_02568	CDS	1296	phoR	2.7.13.3		Phosphate regulon sensor protein PhoR
JDHLNFNC_02569	CDS	1320	brnQ		COG1114	Branched-chain amino acid transport system 2 carrier protein
JDHLNFNC_02570	CDS	1371	proY		COG1113	Proline-specific permease ProY
JDHLNFNC_02571	CDS	1818	malZ	3.2.1.20	COG0366	Maltodextrin glucosidase
JDHLNFNC_02572	CDS	603	ahpC_1	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
JDHLNFNC_02573	CDS	582	acpH	3.1.4.14	COG3124	Acyl carrier protein phosphodiesterase
JDHLNFNC_02574	CDS	1065	queA_1	2.4.99.17	COG0809	S-adenosylmethionine:tRNA ribosyltransferase-isomerase
JDHLNFNC_02575	CDS	1128	tgt	2.4.2.29	COG0343	Queuine tRNA-ribosyltransferase
JDHLNFNC_02576	CDS	333	yajC		COG1862	Sec translocon accessory complex subunit YajC
JDHLNFNC_02577	CDS	1815	secD		COG0342	Protein translocase subunit SecD
JDHLNFNC_02578	CDS	972	secF		COG0341	Protein translocase subunit SecF
JDHLNFNC_02579	CDS	366				hypothetical protein
JDHLNFNC_02580	CDS	693				hypothetical protein
JDHLNFNC_02581	CDS	348				hypothetical protein
JDHLNFNC_02582	CDS	108				hypothetical protein
JDHLNFNC_02583	CDS	864	tsx		COG3248	Nucleoside-specific channel-forming protein Tsx
JDHLNFNC_02584	CDS	540	yajI			putative lipoprotein YajI
JDHLNFNC_02585	CDS	450	nrdR		COG1327	Transcriptional repressor NrdR
JDHLNFNC_02586	CDS	1104	ribD		COG0117	Riboflavin biosynthesis protein RibD
JDHLNFNC_02587	CDS	471	ribH	2.5.1.78	COG0054	6,7-dimethyl-8-ribityllumazine synthase
JDHLNFNC_02588	CDS	420	nusB		COG0781	Transcription antitermination protein NusB
JDHLNFNC_02589	CDS	978	thiL	2.7.4.16	COG0611	Thiamine-monophosphate kinase
JDHLNFNC_02590	CDS	516	pgpA	3.1.3.27	COG1267	Phosphatidylglycerophosphatase A
JDHLNFNC_02591	CDS	975	yajO	1.1.-.-	COG0667	1-deoxyxylulose-5-phosphate synthase YajO
JDHLNFNC_02592	CDS	1863	dxs	2.2.1.7	COG1154	1-deoxy-D-xylulose-5-phosphate synthase
JDHLNFNC_02593	CDS	900	ispA	2.5.1.10	COG0142	Farnesyl diphosphate synthase
JDHLNFNC_02594	CDS	243	xseB	3.1.11.6	COG1722	Exodeoxyribonuclease 7 small subunit
JDHLNFNC_02595	CDS	1449	thiI	2.8.1.4	COG0301	tRNA sulfurtransferase
JDHLNFNC_02596	CDS	798	phnV		COG1177	Putative 2-aminoethylphosphonate transport system permease protein PhnV
JDHLNFNC_02597	CDS	861	phnU		COG0555	Putative 2-aminoethylphosphonate transport system permease protein PhnU
JDHLNFNC_02598	CDS	1110	phnT		COG3842	Putative 2-aminoethylphosphonate import ATP-binding protein PhnT
JDHLNFNC_02599	CDS	1014	phnS		COG1840	Putative 2-aminoethylphosphonate-binding periplasmic protein
JDHLNFNC_02600	CDS	720	phnR		COG2188	Putative transcriptional regulator of 2-aminoethylphosphonate degradation operons
JDHLNFNC_02601	CDS	1104	phnW	2.6.1.37	COG0075	2-aminoethylphosphonate--pyruvate transaminase
JDHLNFNC_02602	CDS	810	phnX	3.11.1.1	COG0637	Phosphonoacetaldehyde hydrolase
JDHLNFNC_02603	CDS	591	yajL_2	3.1.2.-	COG0693	Protein/nucleic acid deglycase 3
JDHLNFNC_02604	CDS	912	panE_2	1.1.1.169	COG1893	2-dehydropantoate 2-reductase
JDHLNFNC_02605	CDS	492				hypothetical protein
JDHLNFNC_02606	CDS	1365	yajR		COG0477	Inner membrane transport protein YajR
JDHLNFNC_02607	CDS	1512				hypothetical protein
JDHLNFNC_02608	CDS	1494				hypothetical protein
JDHLNFNC_02609	CDS	891	cyoE	2.5.1.141	COG0109	Protoheme IX farnesyltransferase
JDHLNFNC_02610	CDS	330	cyoD		COG3125	Cytochrome bo(3) ubiquinol oxidase subunit 4
JDHLNFNC_02611	CDS	615	cyoC		COG1845	Cytochrome bo(3) ubiquinol oxidase subunit 3
JDHLNFNC_02612	CDS	1992	cyoB	7.1.1.3	COG0843	Cytochrome bo(3) ubiquinol oxidase subunit 1
JDHLNFNC_02613	CDS	957	cyoA		COG1622	Cytochrome bo(3) ubiquinol oxidase subunit 2
JDHLNFNC_02614	CDS	1482	ampG		COG0477	Anhydromuropeptide permease
JDHLNFNC_02615	CDS	633				hypothetical protein
JDHLNFNC_02616	CDS	315	bolA		COG0271	DNA-binding transcriptional regulator BolA
JDHLNFNC_02617	CDS	1299	tig	5.2.1.8	COG0544	Trigger factor
JDHLNFNC_02618	CDS	624	clpP_2	3.4.21.92	COG0740	ATP-dependent Clp protease proteolytic subunit
JDHLNFNC_02619	CDS	1272	clpX		COG1219	ATP-dependent Clp protease ATP-binding subunit ClpX
JDHLNFNC_02620	CDS	2355	lon_3	3.4.21.53	COG0466	Lon protease
JDHLNFNC_02621	CDS	273	hupB		COG0776	DNA-binding protein HU-beta
JDHLNFNC_02622	CDS	1869	ppiD	5.2.1.8	COG0760	Peptidyl-prolyl cis-trans isomerase D
JDHLNFNC_02623	CDS	375			COG1555	putative protein
JDHLNFNC_02624	CDS	399	fadM	3.1.2.-	COG0824	Long-chain acyl-CoA thioesterase FadM
JDHLNFNC_02625	CDS	696	queC	6.3.4.20	COG0603	7-cyano-7-deazaguanine synthase
JDHLNFNC_02626	CDS	1701	sgrR_2		COG4533	HTH-type transcriptional regulator SgrR
JDHLNFNC_02627	CDS	819	cof	3.6.1.-	COG0561	HMP-PP phosphatase
JDHLNFNC_02628	CDS	1056	sbnA	2.5.1.140		N-(2-amino-2-carboxyethyl)-L-glutamate synthase
JDHLNFNC_02629	CDS	459	decR		COG1522	DNA-binding transcriptional activator DecR
JDHLNFNC_02630	CDS	1773	yheI	3.6.3.-	COG1132	putative multidrug resistance ABC transporter ATP-binding/permease protein YheI
JDHLNFNC_02631	CDS	1782	mdlB	7.6.2.2	COG1132	Multidrug resistance-like ATP-binding protein MdlB
JDHLNFNC_02632	CDS	339	glnK		COG0347	Nitrogen regulatory protein P-II 2
JDHLNFNC_02633	CDS	1287	amtB			Ammonia channel
JDHLNFNC_02634	CDS	861	tesB	3.1.2.-	COG1946	Acyl-CoA thioesterase 2
JDHLNFNC_02635	CDS	570	ybaY		COG3126	putative lipoprotein YbaY
JDHLNFNC_02636	CDS	312	atl		COG3695	DNA base-flipping protein
JDHLNFNC_02637	CDS	1551	pdeB	3.1.4.52	COG4943	putative cyclic di-GMP phosphodiesterase PdeB
JDHLNFNC_02638	CDS	261	rpmE2		COG0254	50S ribosomal protein L31 type B
JDHLNFNC_02639	CDS	471	ylaC			Inner membrane protein YlaC
JDHLNFNC_02640	CDS	552	maa	2.3.1.79	COG0110	Maltose O-acetyltransferase
JDHLNFNC_02641	CDS	219	hha			Hemolysin expression-modulating protein Hha
JDHLNFNC_02642	CDS	375	tomB			Hha toxicity modulator TomB
JDHLNFNC_02643	CDS	3150	acrB_1		COG0841	Multidrug efflux pump subunit AcrB
JDHLNFNC_02644	CDS	1194	acrA			Multidrug efflux pump subunit AcrA
JDHLNFNC_02645	CDS	654	acrR_2		COG1309	HTH-type transcriptional regulator AcrR
JDHLNFNC_02646	CDS	3363	mscK		COG3264	Mechanosensitive channel MscK
JDHLNFNC_02647	CDS	936				ISNCY family transposase ISRor2
JDHLNFNC_02648	CDS	168				hypothetical protein
JDHLNFNC_02649	CDS	516	priC		COG3923	Primosomal replication protein N''
JDHLNFNC_02650	CDS	378	ybaN		COG2832	Inner membrane protein YbaN
JDHLNFNC_02651	CDS	552	apt	2.4.2.7	COG0503	Adenine phosphoribosyltransferase
JDHLNFNC_02652	CDS	1929	dnaX	2.7.7.7	COG2812	DNA polymerase III subunit tau
JDHLNFNC_02653	CDS	330	ybaB		COG0718	Nucleoid-associated protein YbaB
JDHLNFNC_02654	CDS	606	recR		COG0353	Recombination protein RecR
JDHLNFNC_02655	CDS	1875	htpG		COG0326	Chaperone protein HtpG
JDHLNFNC_02656	CDS	645	adk	2.7.4.3	COG0563	Adenylate kinase
JDHLNFNC_02657	CDS	963	hemH	4.99.1.1	COG0276	Ferrochelatase
JDHLNFNC_02658	CDS	972	aes	3.1.1.-	COG0657	Acetyl esterase
JDHLNFNC_02659	CDS	1350	gsk	2.7.1.73	COG0524	Inosine-guanosine kinase
JDHLNFNC_02660	CDS	1677	ybaL		COG1226	Putative cation/proton antiporter YbaL
JDHLNFNC_02661	CDS	126				hypothetical protein
JDHLNFNC_02662	CDS	1221	fsr			Fosmidomycin resistance protein
JDHLNFNC_02663	CDS	1653	ushA		COG0737	Protein UshA
JDHLNFNC_02664	CDS	480	ybaK	4.2.-.-	COG2606	Cys-tRNA(Pro)/Cys-tRNA(Cys) deacylase YbaK
JDHLNFNC_02665	CDS	795				hypothetical protein
JDHLNFNC_02666	CDS	828				hypothetical protein
JDHLNFNC_02667	CDS	2502	copA	7.2.2.8	COG2217	Copper-exporting P-type ATPase
JDHLNFNC_02668	CDS	417	cueR		COG0789	HTH-type transcriptional regulator CueR
JDHLNFNC_02669	CDS	453	ybbJ		COG1585	Inner membrane protein YbbJ
JDHLNFNC_02670	CDS	918	qmcA		COG0330	Protein QmcA
JDHLNFNC_02671	CDS	678	fetA	3.6.3.-	COG4619	putative iron export ATP-binding protein FetA
JDHLNFNC_02672	CDS	780	fetB		COG0390	putative iron export permease protein FetB
JDHLNFNC_02673	CDS	855	cnoX		COG3118	Chaperedoxin
JDHLNFNC_02674	CDS	771				hypothetical protein
JDHLNFNC_02675	CDS	585	tesA	3.1.2.2	COG2755	Thioesterase 1/protease 1/lysophospholipase L1
JDHLNFNC_02676	CDS	687	lolD_2	3.6.3.-	COG1136	Lipoprotein-releasing system ATP-binding protein LolD
JDHLNFNC_02677	CDS	2415				hypothetical protein
JDHLNFNC_02678	CDS	105				hypothetical protein
JDHLNFNC_02679	CDS	1134				hypothetical protein
JDHLNFNC_02680	CDS	831	metQ_1		COG1464	D-methionine-binding lipoprotein MetQ
JDHLNFNC_02681	CDS	1017	metN_1	3.6.3.-	COG1135	Methionine import ATP-binding protein MetN
JDHLNFNC_02682	CDS	660	metP		COG2011	Methionine import system permease protein MetP
JDHLNFNC_02683	CDS	1095	selU	2.5.1.-	COG2603	tRNA 2-selenouridine synthase
JDHLNFNC_02684	CDS	927	allS_1			HTH-type transcriptional activator AllS
JDHLNFNC_02685	CDS	483	allA	4.3.2.3	COG3194	Ureidoglycolate lyase
JDHLNFNC_02686	CDS	819	allR		COG1414	HTH-type transcriptional repressor AllR
JDHLNFNC_02687	CDS	1782	gcl	4.1.1.47	COG3960	Glyoxylate carboligase
JDHLNFNC_02688	CDS	777	hyi	5.3.1.22	COG3622	Hydroxypyruvate isomerase
JDHLNFNC_02689	CDS	879	glxR	1.1.1.60	COG2084	2-hydroxy-3-oxopropionate reductase
JDHLNFNC_02690	CDS	1248	sauU_3			putative sulfoacetate transporter SauU
JDHLNFNC_02691	CDS	1455	ybbW		COG1953	Putative allantoin permease
JDHLNFNC_02692	CDS	1362	allB	3.5.2.5	COG0044	Allantoinase
JDHLNFNC_02693	CDS	1299	ybbY		COG2233	Putative purine permease YbbY
JDHLNFNC_02694	CDS	1149	glxK	2.7.1.31	COG1929	Glycerate 3-kinase
JDHLNFNC_02695	CDS	786	allE	3.5.3.26	COG3257	(S)-ureidoglycine aminohydrolase
JDHLNFNC_02696	CDS	1236	allC	3.5.3.9	COG0624	Allantoate amidohydrolase
JDHLNFNC_02697	CDS	1050	allD	1.1.1.350	COG2055	Ureidoglycolate dehydrogenase (NAD(+))
JDHLNFNC_02698	CDS	1665	fdrA		COG0074	Protein FdrA
JDHLNFNC_02699	CDS	1260				hypothetical protein
JDHLNFNC_02700	CDS	810				hypothetical protein
JDHLNFNC_02701	CDS	894	arcC2	2.7.2.2		Carbamate kinase 2
JDHLNFNC_02702	CDS	1068	purK	6.3.4.18	COG0026	N5-carboxyaminoimidazole ribonucleotide synthase
JDHLNFNC_02703	CDS	510	purE	5.4.99.18	COG0041	N5-carboxyaminoimidazole ribonucleotide mutase
JDHLNFNC_02704	CDS	723	lpxH	3.6.1.54	COG2908	UDP-2,3-diacylglucosamine hydrolase
JDHLNFNC_02705	CDS	495	ppiB	5.2.1.8	COG0652	Peptidyl-prolyl cis-trans isomerase B
JDHLNFNC_02706	CDS	1386	cysS	6.1.1.16	COG0215	Cysteine--tRNA ligase
JDHLNFNC_02707	CDS	825				hypothetical protein
JDHLNFNC_02708	CDS	438				hypothetical protein
JDHLNFNC_02709	CDS	546	ybcI		COG1988	Inner membrane protein YbcI
JDHLNFNC_02710	CDS	213	ybcJ		COG2501	putative protein YbcJ
JDHLNFNC_02711	CDS	867	folD		COG0190	Bifunctional protein FolD protein
JDHLNFNC_02712	CDS	558	fimA_1			Type-1 fimbrial protein, A chain
JDHLNFNC_02713	CDS	534	fimA_2			Type-1 fimbrial protein, A chain
JDHLNFNC_02714	CDS	369	sfmC_2			putative fimbrial chaperone SfmC
JDHLNFNC_02715	CDS	2613	sfmD		COG3188	Outer membrane usher protein SfmD
JDHLNFNC_02716	CDS	240	sfmH_2			putative fimbrial-like protein SfmH
JDHLNFNC_02717	CDS	687	sfmH_3			putative fimbrial-like protein SfmH
JDHLNFNC_02718	CDS	519	sfmF			putative fimbrial-like protein SfmF
JDHLNFNC_02719	CDS	633	bvgA			Virulence factors putative positive transcription regulator BvgA
JDHLNFNC_02720	CDS	723				hypothetical protein
JDHLNFNC_02721	CDS	309				hypothetical protein
JDHLNFNC_02722	CDS	597				hypothetical protein
JDHLNFNC_02723	tRNA	77				tRNA-Arg(tct)
JDHLNFNC_02724	CDS	273				hypothetical protein
JDHLNFNC_02725	CDS	219				hypothetical protein
JDHLNFNC_02726	CDS	159				hypothetical protein
JDHLNFNC_02727	CDS	1641				hypothetical protein
JDHLNFNC_02728	CDS	927	yfdH_2	2.4.1.-	COG0463	Prophage bactoprenol glucosyl transferase 
JDHLNFNC_02729	CDS	363	yfdG		COG2246	Prophage bactoprenol-linked glucose translocase 
JDHLNFNC_02730	CDS	330	cusS	2.7.13.3	COG0642	Sensor histidine kinase CusS
JDHLNFNC_02731	CDS	855	rclR		COG2207	RCS-specific HTH-type transcriptional activator RclR
JDHLNFNC_02732	CDS	1326	rclA		COG1249	putative pyridine nucleotide-disulfide oxidoreductase RclA
JDHLNFNC_02733	CDS	237	rclB			putative protein RclB
JDHLNFNC_02734	CDS	561	rclC		COG3059	Inner membrane protein RclC
JDHLNFNC_02735	CDS	1176				hypothetical protein
JDHLNFNC_02736	CDS	1395	pheP		COG1113	Phenylalanine-specific permease
JDHLNFNC_02737	CDS	1248	ybdG		COG0668	Miniconductance mechanosensitive channel YbdG
JDHLNFNC_02738	CDS	1971	lip-1	3.1.1.3		Lipase 1
JDHLNFNC_02739	CDS	2730	norR_3			Anaerobic nitric oxide reductase transcription regulator NorR
JDHLNFNC_02740	CDS	987	frlB_3	3.5.-.-	COG2222	Fructosamine deglycase FrlB
JDHLNFNC_02741	CDS	1062				hypothetical protein
JDHLNFNC_02742	CDS	855	manZ_4		COG3716	PTS system mannose-specific EIID component
JDHLNFNC_02743	CDS	744	sorC		COG3715	PTS system sorbose-specific EIIC component
JDHLNFNC_02744	CDS	471	sorB_2	2.7.1.206	COG3444	PTS system sorbose-specific EIIB component
JDHLNFNC_02745	CDS	450				hypothetical protein
JDHLNFNC_02746	CDS	654	nfsB	1.-.-.-	COG0778	Oxygen-insensitive NAD(P)H nitroreductase
JDHLNFNC_02747	CDS	369				hypothetical protein
JDHLNFNC_02748	CDS	582	betI			HTH-type transcriptional regulator BetI
JDHLNFNC_02749	CDS	342	marA_1			Multiple antibiotic resistance protein MarA
JDHLNFNC_02750	CDS	249				hypothetical protein
JDHLNFNC_02751	CDS	1119	ybdK	6.3.2.2	COG2170	Putative glutamate--cysteine ligase 2
JDHLNFNC_02752	CDS	705				hypothetical protein
JDHLNFNC_02753	CDS	2256	fepA		COG4771	Ferrienterobactin receptor
JDHLNFNC_02754	CDS	1215	fes_1		COG2382	Enterochelin esterase
JDHLNFNC_02755	CDS	219	ybdZ		COG3251	Enterobactin biosynthesis protein YbdZ
JDHLNFNC_02756	CDS	3885	entF	2.7.7.-	COG1020	Enterobactin synthase component F
JDHLNFNC_02757	CDS	1137	fepE		COG3765	Ferric enterobactin transport protein FepE
JDHLNFNC_02758	CDS	795	fepC		COG1120	Ferric enterobactin transport ATP-binding protein FepC
JDHLNFNC_02759	CDS	990	fepG		COG4779	Ferric enterobactin transport system permease protein FepG
JDHLNFNC_02760	CDS	1008	fepD		COG0609	Ferric enterobactin transport system permease protein FepD
JDHLNFNC_02761	CDS	1245	entS		COG0477	Enterobactin exporter EntS
JDHLNFNC_02762	CDS	957	fepB		COG4592	Ferrienterobactin-binding periplasmic protein
JDHLNFNC_02763	CDS	1176	entC	5.4.4.2	COG1169	Isochorismate synthase EntC
JDHLNFNC_02764	CDS	1611	entE	6.3.2.14	COG1021	Enterobactin synthase component E
JDHLNFNC_02765	CDS	858	entB	6.3.2.14	COG1535	Enterobactin synthase component B
JDHLNFNC_02766	CDS	756	entA	1.3.1.28	COG1028	2,3-dihydro-2,3-dihydroxybenzoate dehydrogenase
JDHLNFNC_02767	CDS	414	entH	3.1.2.-	COG2050	Proofreading thioesterase EntH
JDHLNFNC_02768	CDS	2106	cstA		COG1966	Peptide transporter CstA
JDHLNFNC_02769	CDS	198				hypothetical protein
JDHLNFNC_02770	CDS	1089	hcxA	1.1.1.-	COG0371	Hydroxycarboxylate dehydrogenase A
JDHLNFNC_02771	CDS	1161	ybdL	2.6.1.88	COG0436	Methionine aminotransferase
JDHLNFNC_02772	CDS	618	ybdM		COG1475	putative protein YbdM
JDHLNFNC_02773	CDS	1236	cysH_1	1.8.4.8		Phosphoadenosine phosphosulfate reductase
JDHLNFNC_02774	CDS	903	ybdO_3			putative HTH-type transcriptional regulator YbdO
JDHLNFNC_02775	CDS	747	dsbG		COG1651	Thiol:disulfide interchange protein DsbG
JDHLNFNC_02776	CDS	564	ahpC_2	1.11.1.15	COG0450	Alkyl hydroperoxide reductase C
JDHLNFNC_02777	CDS	1566	ahpF	1.8.1.-	COG3634	Alkyl hydroperoxide reductase subunit F
JDHLNFNC_02778	rRNA	78				5S ribosomal RNA (partial)
JDHLNFNC_02779	CDS	1029	murB	1.3.1.98	COG0812	UDP-N-acetylenolpyruvoylglucosamine reductase
JDHLNFNC_02780	CDS	963	birA	6.3.4.15	COG0340	Bifunctional ligase/repressor BirA
